"audit_row","bottle","status","peated_id","skipped_fields","reason","source_urls"
"796","Jack Daniel's Master Distiller - Limited No. 4 Edition","ADDED — optional facts left blank","B52429","statedAge | singleCask | caskStrength | naturalColor | nonChillFiltered | maltPhenolPpm | vintageYear | bottlingYear | releaseDay | caskNumber | outturn","Other null fields lack release-specific evidence. No aliases, references, merges, or regrouping are proposed.","https://www.aquavitae.shop/en/jack-daniels-master-distiller-no-4-tennessee-whiskey | https://assets.whiskyauctioneer.com/2026-08/8213715-001.jpg | https://jackdanielsbottles.com/bottle/master-distiller-4/ | https://www.masterofmalt.com/whiskies/jack-daniels/jack-daniels-master-distiller-series-no-4-whiskey/"
"806","Jameson Single Pot Still Five Oak Cask Release - Batch No. 1","ADDED EARLIER — create and image verified","B52405","","Legacy import record. The create receipt and later image write agree on the Bottle ID and name.","https://whiskyauctioneer.com/whisky-lot/7044051/jameson-five-oak-cask-release-single-pot-still-batch-no1"
"819","Original source missing — Johnnie Walker Legendary Eight proposal only","SKIPPED — unresolved identity","B13235 (possible match only)","entire release","Only a Blue Label Legendary Eight candidate and proposed 43.8% ABV survive. The historical conflict note says other rows proposed different strengths for this ID. All recovered observation sets and the source index were checked. No original auction title, lot URL or verified label join survives. Skip the entire row; do not replay a proposed edit or claim a confirmed match. No production write.",""
"838","Kanosuke Single Malt - 2022 Limited Edition","ADDED EARLIER — create and image verified","B52406","","Legacy import record. The create receipt and later image write agree on the Bottle ID and name.","https://whiskyauctioneer.com/whisky-lot/7043956/kanosuke-limited-edition-2022"
"843","Karuizawa Japonisme - La Maison du Whisky 60th Anniversary","ADDED EARLIER — create and image verified","B52407","","Legacy import record. The create receipt and later image write agree on the Bottle ID and name.","https://whiskyauctioneer.com/whisky-lot/8205898a/karuizawa-1965-japonisme-edition"
"844","Original source missing — Karuizawa 1975 proposal only","SKIPPED — unresolved identity","B4814 (possible match only)","entire release","Only a 1975 single-cask candidate and proposed 56.9% ABV survive; the original exact cask is absent. All recovered observation sets and the source index were checked. No original auction title, lot URL or verified label join survives. Skip the entire row; do not replay a proposed edit or claim a confirmed match. No production write.",""
"864","Karuizawa Single Malt Japanese Whisky","ADDED — optional facts left blank","B52754","statedAge | maltPhenolPpm | releaseYear | releaseMonth | releaseDay | image","Stated age, release date, malt PPM and flavor profile remain unknown. The estimated 22-year age is not a label statement. No edition, alias or extra reference. The name uses the exact front-label wording; vintage, cask and bottling year remain structured fields. Exact clean image saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted.","https://whiskyauctioneer.com/whisky-lot/5283950/karuizawa-1990 | https://www.thewhiskyexchange.com/p/15369/karuizawa-1990-bot2012-first-fill-sherry-cask-679 | https://www.whiskybase.com/whiskies/whisky/33115/karuizawa-1990 | https://distilia.shop/products/karuizawa-1990-2012-56-1-cask-679-geisha-label"
"895","TBWC Karuizawa - Batch 1","ADDED EARLIER — create and image verified","B52408","","Legacy import record. The create receipt and later image write agree on the Bottle ID and name.","https://whiskyauctioneer.com/whisky-lot/5283864/karuizawa-boutique-y-whisky-company-19-year-old-batch-1"
"906","Knockando Aberdeen University Quincentenary","ADDED EARLIER — create and image verified","B52409","","Legacy import record. The create receipt and later image write agree on the Bottle ID and name.","https://whiskyauctioneer.com/whisky-lot/5280798/knockando-1974-quincentenary-20-year-old"
"921","Original source missing — Murray McDavid Leapfrog proposal only","SKIPPED — unresolved identity","B19234 (possible match only)","entire release","Only a twelve-year 1987 Leapfrog candidate and proposed 46% ABV survive. The candidate's Laphroaig provenance cannot identify a lost source. All recovered observation sets and the source index were checked. No original auction title, lot URL or verified label join survives. Skip the entire row; do not replay a proposed edit or claim a confirmed match. No production write.",""
"922","Original source missing — Laphroaig ten-year proposal only","SKIPPED — unresolved identity","B1 (possible match only)","entire release","Only the general ten-year candidate survives; no original strength, edition or label is available. All recovered observation sets and the source index were checked. No original auction title, lot URL or verified label join survives. Skip the entire row; do not replay a proposed edit or claim a confirmed match. No production write.",""
"924","Original source missing — Laphroaig fifteen-year proposal only","SKIPPED — unresolved identity","B38540 (possible match only)","entire release","Only a fifteen-year candidate and proposed 43% ABV survive. All recovered observation sets and the source index were checked. No original auction title, lot URL or verified label join survives. Skip the entire row; do not replay a proposed edit or claim a confirmed match. No production write.",""
"925","Original source missing — Laphroaig eighteen-year proposal only","SKIPPED — unresolved identity","B994 (possible match only)","entire release","Only an eighteen-year candidate and proposed 48% ABV survive. All recovered observation sets and the source index were checked. No original auction title, lot URL or verified label join survives. Skip the entire row; do not replay a proposed edit or claim a confirmed match. No production write.",""
"928","Original source missing — Laphroaig 1981 proposal only","SKIPPED — unresolved identity","B1142 (possible match only)","entire release","Only a twenty-seven-year 1981 candidate and proposed 56.6% ABV survive. All recovered observation sets and the source index were checked. No original auction title, lot URL or verified label join survives. Skip the entire row; do not replay a proposed edit or claim a confirmed match. No production write.",""
"937","Original source missing — Laphroaig twenty-seven-year proposal only","SKIPPED — unresolved identity","B3258 (possible match only)","entire release","Only a twenty-seven-year Limited Edition candidate and proposed 41.7% ABV survive. All recovered observation sets and the source index were checked. No original auction title, lot URL or verified label join survives. Skip the entire row; do not replay a proposed edit or claim a confirmed match. No production write.",""
"942","Original source missing — Williamson Carn Mor proposal only","SKIPPED — unresolved identity","B1910 (possible match only)","entire release","Only a ten-year 2010 Strictly Limited candidate and proposed 47.5% ABV survive. Do not infer the original source or undisclosed distillery. All recovered observation sets and the source index were checked. No original auction title, lot URL or verified label join survives. Skip the entire row; do not replay a proposed edit or claim a confirmed match. No production write.",""
"943","Ledaig Port Pipe Cask Matured","ADDED EARLIER — create and image verified","B52410","","Legacy import record. The create receipt and later image write agree on the Bottle ID and name.","https://whiskyauctioneer.com/whisky-lot/5283298/ledaig-11-year-old-port-pipe-cask-matured"
"948","Original source missing — Artist Collective candidate proposal only","SKIPPED — unresolved identity","B2683 (possible match only)","entire release","One old record compares code 1.2 with candidate Artist Collective #2.5 and incorrectly calls it SMWS; another says no candidate is specific enough. Neither retains the original name or lot. Do not choose the Ben Nevis 2010 candidate from these conflicting parser notes. All recovered observation sets and the source index were checked. No original auction title, lot URL or verified label join survives. Skip the entire row; do not replay a proposed edit or claim a confirmed match. No production write.",""
"956","Linkwood 2008 The First Drop New Spirit","SKIPPED — not whisky","","entire release","Exact auction listing classifies this as Spirit drink, not whisky. Independent exact release entry identifies The First Drop Speyside New Spirit, 2008, 63.4% and barcode 4542312001215. It is outside the whisky-only catalog scope. Do not use Linkwood's usual single-malt production category for this unaged spirit.","https://whiskyauctioneer.com/whisky-lot/7043914/linkwood-2008-first-drop-new-spirit | https://whiskyauctioneer.com/learn/explore-whisky/bottles/linkwood-2008-first-drop-new-spirit | https://www.whiskybase.com/whiskies/whisky/307204/linkwood-2008-rc"
